-44.72136,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-134.16408,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-402.49224,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000
-34.67204,4.76173,3.61915,2.34994,-0.72589,1.90941,1.07378,-0.04667,0.50663,0.27203,-0.03753,0.23785,-0.51796,-69.34408,9.52346,7.23830,4.69987,-1.45178,3.81882,2.14756,-0.09334,1.01327,0.54405,-0.07507,0.47570,-1.03593,-138.68816,19.04691,14.47660,9.39974,-2.90355,7.63764,4.29512,-0.18667,2.02653,1.08810,-0.15014,0.95139,-2.07186
-44.12775,-0.14604,0.34244,0.22507,-0.08237,0.45396,-0.18673,0.27116,0.00710,-0.03825,0.12680,-0.16179,0.05803,-78.20619,4.46964,4.30404,2.80008,-0.89063,2.81733,0.70033,0.49564,0.52084,0.19552,0.21607,-0.08574,-0.40189,-91.59237,18.46275,15.84637,10.30003,-3.23304,9.45348,3.54821,0.89795,2.05494,0.93509,0.35707,0.30422,-1.83972
-44.72136,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-88.84911,-0.14604,0.34244,0.22507,-0.08237,0.45396,-0.18673,0.27116,0.00710,-0.03825,0.12680,-0.16179,0.05803,-121.74033,4.17756,4.98892,3.25022,-1.05538,3.72525,0.32687,1.03795,0.53505,0.11901,0.46967,-0.40932,-0.28583
-44.72136,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-99.49204,-4.76173,-3.61915,-2.34994,0.72589,-1.90941,-1.07378,0.04667,-0.50663,-0.27203,0.03753,-0.23785,0.51796,-218.48911,-19.19296,-14.13416,-9.17467,2.82118,-7.18368,-4.48184,0.45783,-2.01943,-1.12636,0.27694,-1.11318,2.12989
-44.72136,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-90.03633,0.14604,-0.34244,-0.22507,0.08237,-0.45396,0.18673,-0.27116,-0.00710,0.03825,-0.12680,0.16179,-0.05803,-201.35850,-8.93929,-8.60807,-5.60015,1.78127,-5.63466,-1.40065,-0.99128,-1.04168,-0.39104,-0.43214,0.17147,0.80379
-44.72136,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-89.44272,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-180.07265,0.29208,-0.68489,-0.45014,0.16475,-0.90792,0.37345,-0.54231,-0.01421,0.07651,-0.25360,0.32358,-0.11607
-44.72136,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-89.44272,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-168.83612,4.76173,3.61915,2.34994,-0.72589,1.90941,1.07378,-0.04667,0.50663,0.27203,-0.03753,0.23785,-0.51796
-44.72136,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-89.44272,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-178.29183,-0.14604,0.34244,0.22507,-0.08237,0.45396,-0.18673,0.27116,0.00710,-0.03825,0.12680,-0.16179,0.05803
-44.72136,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-89.44272,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,-178.88544,-0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000
